CMSDOCK Water level (NAVD88) (ft),Time ,Date
1.73,5:48:00 PM,7/9/2022
1.7,5:54:00 PM,7/9/2022
1.66,6:00:00 PM,7/9/2022
1.62,6:06:00 PM,7/9/2022
1.55,6:12:00 PM,7/9/2022
1.51,6:18:00 PM,7/9/2022
1.46,6:24:00 PM,7/9/2022
1.4,6:30:00 PM,7/9/2022
1.34,6:36:00 PM,7/9/2022
1.28,6:42:00 PM,7/9/2022
1.22,6:48:00 PM,7/9/2022
1.15,6:54:00 PM,7/9/2022
1.09,7:00:00 PM,7/9/2022
1.03,7:06:00 PM,7/9/2022
0.98,7:12:00 PM,7/9/2022
0.91,7:18:00 PM,7/9/2022
0.84,7:24:00 PM,7/9/2022
0.77,7:30:00 PM,7/9/2022
0.7,7:36:00 PM,7/9/2022
0.62,7:42:00 PM,7/9/2022
0.54,7:48:00 PM,7/9/2022
0.45,7:54:00 PM,7/9/2022
0.38,8:00:00 PM,7/9/2022
0.3,8:06:00 PM,7/9/2022
0.22,8:12:00 PM,7/9/2022
0.14,8:18:00 PM,7/9/2022
0.07,8:24:00 PM,7/9/2022
-0.01,8:30:00 PM,7/9/2022
-0.1,8:36:00 PM,7/9/2022
-0.19,8:42:00 PM,7/9/2022
-0.27,8:48:00 PM,7/9/2022
-0.36,8:54:00 PM,7/9/2022
-0.45,9:00:00 PM,7/9/2022
-0.53,9:06:00 PM,7/9/2022
-0.62,9:12:00 PM,7/9/2022
-0.71,9:18:00 PM,7/9/2022
-0.8,9:24:00 PM,7/9/2022
-0.87,9:30:00 PM,7/9/2022
-0.95,9:36:00 PM,7/9/2022
-1.03,9:42:00 PM,7/9/2022
-1.11,9:48:00 PM,7/9/2022
-1.19,9:54:00 PM,7/9/2022
-1.27,10:00:00 PM,7/9/2022
-1.36,10:06:00 PM,7/9/2022
-1.44,10:12:00 PM,7/9/2022
-1.53,10:18:00 PM,7/9/2022
-1.62,10:24:00 PM,7/9/2022
-1.71,10:30:00 PM,7/9/2022
-1.8,10:36:00 PM,7/9/2022
-1.88,10:42:00 PM,7/9/2022
-1.95,10:48:00 PM,7/9/2022
-2.02,10:54:00 PM,7/9/2022
-2.09,11:00:00 PM,7/9/2022
-2.15,11:06:00 PM,7/9/2022
-2.22,11:12:00 PM,7/9/2022
-2.27,11:18:00 PM,7/9/2022
-2.31,11:24:00 PM,7/9/2022
-2.34,11:30:00 PM,7/9/2022
-2.34,11:36:00 PM,7/9/2022
-2.34,11:42:00 PM,7/9/2022
-2.35,11:48:00 PM,7/9/2022
-2.35,11:54:00 PM,7/9/2022
-2.34,12:00:00 AM,7/10/2022
-2.3,12:06:00 AM,7/10/2022
-2.27,12:12:00 AM,7/10/2022
-2.2,12:18:00 AM,7/10/2022
-2.15,12:24:00 AM,7/10/2022
-2.08,12:30:00 AM,7/10/2022
-2.02,12:36:00 AM,7/10/2022
-1.91,12:42:00 AM,7/10/2022
-1.82,12:48:00 AM,7/10/2022
-1.74,12:54:00 AM,7/10/2022
-1.67,1:00:00 AM,7/10/2022
-1.59,1:06:00 AM,7/10/2022
-1.49,1:12:00 AM,7/10/2022
-1.39,1:18:00 AM,7/10/2022
-1.31,1:24:00 AM,7/10/2022
-1.26,1:30:00 AM,7/10/2022
-1.2,1:36:00 AM,7/10/2022
-1.15,1:42:00 AM,7/10/2022
-1.1,1:48:00 AM,7/10/2022
-1.04,1:54:00 AM,7/10/2022
-0.97,2:00:00 AM,7/10/2022
-0.89,2:06:00 AM,7/10/2022
-0.81,2:12:00 AM,7/10/2022
-0.74,2:18:00 AM,7/10/2022
-0.66,2:24:00 AM,7/10/2022
-0.57,2:30:00 AM,7/10/2022
-0.48,2:36:00 AM,7/10/2022
-0.37,2:42:00 AM,7/10/2022
-0.26,2:48:00 AM,7/10/2022
-0.17,2:54:00 AM,7/10/2022
-0.09,3:00:00 AM,7/10/2022
-0.01,3:06:00 AM,7/10/2022
0.06,3:12:00 AM,7/10/2022
0.13,3:18:00 AM,7/10/2022
0.2,3:24:00 AM,7/10/2022
0.27,3:30:00 AM,7/10/2022
0.35,3:36:00 AM,7/10/2022
0.43,3:42:00 AM,7/10/2022
0.5,3:48:00 AM,7/10/2022
0.57,3:54:00 AM,7/10/2022
0.63,4:00:00 AM,7/10/2022
0.7,4:06:00 AM,7/10/2022
0.75,4:12:00 AM,7/10/2022
0.81,4:18:00 AM,7/10/2022
0.85,4:24:00 AM,7/10/2022
0.88,4:30:00 AM,7/10/2022
0.91,4:36:00 AM,7/10/2022
0.93,4:42:00 AM,7/10/2022
0.94,4:48:00 AM,7/10/2022
0.95,4:54:00 AM,7/10/2022
0.96,5:00:00 AM,7/10/2022
0.96,5:06:00 AM,7/10/2022
0.95,5:12:00 AM,7/10/2022
0.95,5:18:00 AM,7/10/2022
0.95,5:24:00 AM,7/10/2022
0.95,5:30:00 AM,7/10/2022
0.94,5:36:00 AM,7/10/2022
0.92,5:42:00 AM,7/10/2022
0.9,5:48:00 AM,7/10/2022
0.88,5:54:00 AM,7/10/2022
0.86,6:00:00 AM,7/10/2022
0.83,6:06:00 AM,7/10/2022
0.81,6:12:00 AM,7/10/2022
0.78,6:18:00 AM,7/10/2022
0.75,6:24:00 AM,7/10/2022
0.72,6:30:00 AM,7/10/2022
0.68,6:36:00 AM,7/10/2022
0.64,6:42:00 AM,7/10/2022
0.6,6:48:00 AM,7/10/2022
0.56,6:54:00 AM,7/10/2022
0.51,7:00:00 AM,7/10/2022
0.45,7:06:00 AM,7/10/2022
0.4,7:12:00 AM,7/10/2022
0.34,7:18:00 AM,7/10/2022
0.28,7:24:00 AM,7/10/2022
0.22,7:30:00 AM,7/10/2022
0.17,7:36:00 AM,7/10/2022
0.1,7:42:00 AM,7/10/2022
0.04,7:48:00 AM,7/10/2022
-0.03,7:54:00 AM,7/10/2022
-0.1,8:00:00 AM,7/10/2022
-0.18,8:06:00 AM,7/10/2022
-0.26,8:12:00 AM,7/10/2022
-0.33,8:18:00 AM,7/10/2022
-0.41,8:24:00 AM,7/10/2022
-0.48,8:30:00 AM,7/10/2022
-0.56,8:36:00 AM,7/10/2022
-0.63,8:42:00 AM,7/10/2022
-0.7,8:48:00 AM,7/10/2022
-0.77,8:54:00 AM,7/10/2022
-0.84,9:00:00 AM,7/10/2022
-0.91,9:06:00 AM,7/10/2022
-0.99,9:12:00 AM,7/10/2022
-1.07,9:18:00 AM,7/10/2022
-1.15,9:24:00 AM,7/10/2022
-1.23,9:30:00 AM,7/10/2022
-1.31,9:36:00 AM,7/10/2022
-1.39,9:42:00 AM,7/10/2022
-1.47,9:48:00 AM,7/10/2022
-1.55,9:54:00 AM,7/10/2022
-1.63,10:00:00 AM,7/10/2022
-1.72,10:06:00 AM,7/10/2022
-1.8,10:12:00 AM,7/10/2022
-1.89,10:18:00 AM,7/10/2022
-1.98,10:24:00 AM,7/10/2022
-2.06,10:30:00 AM,7/10/2022
-2.14,10:36:00 AM,7/10/2022
-2.21,10:42:00 AM,7/10/2022
-2.29,10:48:00 AM,7/10/2022
-2.35,10:54:00 AM,7/10/2022
-2.42,11:00:00 AM,7/10/2022
-2.49,11:06:00 AM,7/10/2022
-2.56,11:12:00 AM,7/10/2022
-2.61,11:18:00 AM,7/10/2022
-2.64,11:24:00 AM,7/10/2022
-2.66,11:30:00 AM,7/10/2022
-2.67,11:36:00 AM,7/10/2022
-2.66,11:42:00 AM,7/10/2022
-2.62,11:48:00 AM,7/10/2022
-2.56,11:54:00 AM,7/10/2022
-2.48,12:00:00 PM,7/10/2022
-2.39,12:06:00 PM,7/10/2022
-2.3,12:12:00 PM,7/10/2022
-2.2,12:18:00 PM,7/10/2022
-2.1,12:24:00 PM,7/10/2022
-2.01,12:30:00 PM,7/10/2022
-1.94,12:36:00 PM,7/10/2022
-1.87,12:42:00 PM,7/10/2022
-1.79,12:48:00 PM,7/10/2022
-1.72,12:54:00 PM,7/10/2022
-1.64,1:00:00 PM,7/10/2022
-1.58,1:06:00 PM,7/10/2022
-1.49,1:12:00 PM,7/10/2022
-1.4,1:18:00 PM,7/10/2022
-1.29,1:24:00 PM,7/10/2022
-1.19,1:30:00 PM,7/10/2022
-1.11,1:36:00 PM,7/10/2022
-1,1:42:00 PM,7/10/2022
-0.91,1:48:00 PM,7/10/2022
-0.81,1:54:00 PM,7/10/2022
-0.71,2:00:00 PM,7/10/2022
-0.61,2:06:00 PM,7/10/2022
-0.51,2:12:00 PM,7/10/2022
-0.41,2:18:00 PM,7/10/2022
-0.3,2:24:00 PM,7/10/2022
-0.18,2:30:00 PM,7/10/2022
-0.07,2:36:00 PM,7/10/2022
0.03,2:42:00 PM,7/10/2022
0.14,2:48:00 PM,7/10/2022
0.25,2:54:00 PM,7/10/2022
0.36,3:00:00 PM,7/10/2022
0.47,3:06:00 PM,7/10/2022
0.57,3:12:00 PM,7/10/2022
0.68,3:18:00 PM,7/10/2022
0.78,3:24:00 PM,7/10/2022
0.88,3:30:00 PM,7/10/2022
0.98,3:36:00 PM,7/10/2022
1.09,3:42:00 PM,7/10/2022
1.19,3:48:00 PM,7/10/2022
1.29,3:54:00 PM,7/10/2022
1.39,4:00:00 PM,7/10/2022
1.5,4:06:00 PM,7/10/2022
1.6,4:12:00 PM,7/10/2022
1.7,4:18:00 PM,7/10/2022
1.81,4:24:00 PM,7/10/2022
1.91,4:30:00 PM,7/10/2022
2,4:36:00 PM,7/10/2022
2.09,4:42:00 PM,7/10/2022
2.17,4:48:00 PM,7/10/2022
2.25,4:54:00 PM,7/10/2022
2.33,5:00:00 PM,7/10/2022
2.4,5:06:00 PM,7/10/2022
2.47,5:12:00 PM,7/10/2022
2.53,5:18:00 PM,7/10/2022
2.59,5:24:00 PM,7/10/2022
2.65,5:30:00 PM,7/10/2022
2.7,5:36:00 PM,7/10/2022
2.74,5:42:00 PM,7/10/2022
2.78,5:48:00 PM,7/10/2022
2.81,5:54:00 PM,7/10/2022
2.83,6:00:00 PM,7/10/2022
2.84,6:06:00 PM,7/10/2022
2.84,6:12:00 PM,7/10/2022
2.84,6:18:00 PM,7/10/2022
2.84,6:24:00 PM,7/10/2022
2.82,6:30:00 PM,7/10/2022
2.8,6:36:00 PM,7/10/2022
2.76,6:42:00 PM,7/10/2022
2.71,6:48:00 PM,7/10/2022
2.64,6:54:00 PM,7/10/2022
2.56,7:00:00 PM,7/10/2022
2.48,7:06:00 PM,7/10/2022
2.4,7:12:00 PM,7/10/2022
2.32,7:18:00 PM,7/10/2022
2.25,7:24:00 PM,7/10/2022
2.18,7:30:00 PM,7/10/2022
2.1,7:36:00 PM,7/10/2022
2.02,7:42:00 PM,7/10/2022
1.96,7:48:00 PM,7/10/2022
1.89,7:54:00 PM,7/10/2022
1.83,8:00:00 PM,7/10/2022
1.77,8:06:00 PM,7/10/2022
1.7,8:12:00 PM,7/10/2022
1.63,8:18:00 PM,7/10/2022
1.55,8:24:00 PM,7/10/2022
1.47,8:30:00 PM,7/10/2022
1.38,8:36:00 PM,7/10/2022
1.3,8:42:00 PM,7/10/2022
1.22,8:48:00 PM,7/10/2022
1.14,8:54:00 PM,7/10/2022
1.05,9:00:00 PM,7/10/2022
0.96,9:06:00 PM,7/10/2022
0.87,9:12:00 PM,7/10/2022
0.78,9:18:00 PM,7/10/2022
0.69,9:24:00 PM,7/10/2022
0.6,9:30:00 PM,7/10/2022
0.51,9:36:00 PM,7/10/2022
0.42,9:42:00 PM,7/10/2022
0.33,9:48:00 PM,7/10/2022
0.24,9:54:00 PM,7/10/2022
0.16,10:00:00 PM,7/10/2022
0.07,10:06:00 PM,7/10/2022
-0.02,10:12:00 PM,7/10/2022
-0.11,10:18:00 PM,7/10/2022
-0.21,10:24:00 PM,7/10/2022
-0.3,10:30:00 PM,7/10/2022
-0.4,10:36:00 PM,7/10/2022
-0.5,10:42:00 PM,7/10/2022
-0.6,10:48:00 PM,7/10/2022
-0.69,10:54:00 PM,7/10/2022
-0.79,11:00:00 PM,7/10/2022
-0.88,11:06:00 PM,7/10/2022
-0.97,11:12:00 PM,7/10/2022
-1.06,11:18:00 PM,7/10/2022
-1.14,11:24:00 PM,7/10/2022
-1.23,11:30:00 PM,7/10/2022
-1.31,11:36:00 PM,7/10/2022
-1.39,11:42:00 PM,7/10/2022
-1.45,11:48:00 PM,7/10/2022
-1.52,11:54:00 PM,7/10/2022
-1.59,12:00:00 AM,7/11/2022
-1.65,12:06:00 AM,7/11/2022
-1.7,12:12:00 AM,7/11/2022
-1.75,12:18:00 AM,7/11/2022
-1.8,12:24:00 AM,7/11/2022
-1.84,12:30:00 AM,7/11/2022
-1.85,12:36:00 AM,7/11/2022
-1.83,12:42:00 AM,7/11/2022
-1.77,12:48:00 AM,7/11/2022
-1.68,12:54:00 AM,7/11/2022
-1.58,1:00:00 AM,7/11/2022
-1.49,1:06:00 AM,7/11/2022
-1.43,1:12:00 AM,7/11/2022
-1.37,1:18:00 AM,7/11/2022
-1.31,1:24:00 AM,7/11/2022
-1.27,1:30:00 AM,7/11/2022
-1.24,1:36:00 AM,7/11/2022
-1.21,1:42:00 AM,7/11/2022
-1.18,1:48:00 AM,7/11/2022
-1.15,1:54:00 AM,7/11/2022
-1.12,2:00:00 AM,7/11/2022
-1.07,2:06:00 AM,7/11/2022
-1,2:12:00 AM,7/11/2022
-0.92,2:18:00 AM,7/11/2022
-0.84,2:24:00 AM,7/11/2022
-0.75,2:30:00 AM,7/11/2022
-0.67,2:36:00 AM,7/11/2022
-0.58,2:42:00 AM,7/11/2022
-0.5,2:48:00 AM,7/11/2022
-0.41,2:54:00 AM,7/11/2022
-0.32,3:00:00 AM,7/11/2022
-0.24,3:06:00 AM,7/11/2022
-0.16,3:12:00 AM,7/11/2022
-0.08,3:18:00 AM,7/11/2022
0,3:24:00 AM,7/11/2022
0.07,3:30:00 AM,7/11/2022
0.14,3:36:00 AM,7/11/2022
0.22,3:42:00 AM,7/11/2022
0.3,3:48:00 AM,7/11/2022
0.38,3:54:00 AM,7/11/2022
0.45,4:00:00 AM,7/11/2022
0.53,4:06:00 AM,7/11/2022
0.61,4:12:00 AM,7/11/2022
0.69,4:18:00 AM,7/11/2022
0.76,4:24:00 AM,7/11/2022
0.83,4:30:00 AM,7/11/2022
0.9,4:36:00 AM,7/11/2022
0.98,4:42:00 AM,7/11/2022
1.06,4:48:00 AM,7/11/2022
1.14,4:54:00 AM,7/11/2022
1.21,5:00:00 AM,7/11/2022
1.28,5:06:00 AM,7/11/2022
1.35,5:12:00 AM,7/11/2022
1.41,5:18:00 AM,7/11/2022
1.47,5:24:00 AM,7/11/2022
1.54,5:30:00 AM,7/11/2022
1.6,5:36:00 AM,7/11/2022
1.65,5:42:00 AM,7/11/2022
1.69,5:48:00 AM,7/11/2022
1.74,5:54:00 AM,7/11/2022
1.77,6:00:00 AM,7/11/2022
1.8,6:06:00 AM,7/11/2022
1.83,6:12:00 AM,7/11/2022
1.86,6:18:00 AM,7/11/2022
1.88,6:24:00 AM,7/11/2022
1.9,6:30:00 AM,7/11/2022
1.91,6:36:00 AM,7/11/2022
1.91,6:42:00 AM,7/11/2022
1.9,6:48:00 AM,7/11/2022
1.88,6:54:00 AM,7/11/2022
1.84,7:00:00 AM,7/11/2022
1.78,7:06:00 AM,7/11/2022
1.73,7:12:00 AM,7/11/2022
1.67,7:18:00 AM,7/11/2022
1.6,7:24:00 AM,7/11/2022
1.53,7:30:00 AM,7/11/2022
1.47,7:36:00 AM,7/11/2022
1.4,7:42:00 AM,7/11/2022
1.34,7:48:00 AM,7/11/2022
1.27,7:54:00 AM,7/11/2022
1.2,8:00:00 AM,7/11/2022
1.13,8:06:00 AM,7/11/2022
1.06,8:12:00 AM,7/11/2022
0.99,8:18:00 AM,7/11/2022
0.92,8:24:00 AM,7/11/2022
0.84,8:30:00 AM,7/11/2022
0.76,8:36:00 AM,7/11/2022
0.68,8:42:00 AM,7/11/2022
0.61,8:48:00 AM,7/11/2022
0.55,8:54:00 AM,7/11/2022
0.47,9:00:00 AM,7/11/2022
0.4,9:06:00 AM,7/11/2022
0.32,9:12:00 AM,7/11/2022
0.25,9:18:00 AM,7/11/2022
0.17,9:24:00 AM,7/11/2022
0.09,9:30:00 AM,7/11/2022
0,9:36:00 AM,7/11/2022
-0.09,9:42:00 AM,7/11/2022
-0.17,9:48:00 AM,7/11/2022
-0.26,9:54:00 AM,7/11/2022
-0.35,10:00:00 AM,7/11/2022
-0.44,10:06:00 AM,7/11/2022
-0.54,10:12:00 AM,7/11/2022
-0.63,10:18:00 AM,7/11/2022
-0.73,10:24:00 AM,7/11/2022
-0.82,10:30:00 AM,7/11/2022
-0.91,10:36:00 AM,7/11/2022
-1,10:42:00 AM,7/11/2022
-1.1,10:48:00 AM,7/11/2022
-1.2,10:54:00 AM,7/11/2022
-1.29,11:00:00 AM,7/11/2022
-1.38,11:06:00 AM,7/11/2022
-1.47,11:12:00 AM,7/11/2022
-1.56,11:18:00 AM,7/11/2022
-1.65,11:24:00 AM,7/11/2022
-1.73,11:30:00 AM,7/11/2022
-1.82,11:36:00 AM,7/11/2022
-1.89,11:42:00 AM,7/11/2022
-1.97,11:48:00 AM,7/11/2022
-2.04,11:54:00 AM,7/11/2022
-2.09,12:00:00 PM,7/11/2022
-2.15,12:06:00 PM,7/11/2022
-2.2,12:12:00 PM,7/11/2022
-2.24,12:18:00 PM,7/11/2022
-2.28,12:24:00 PM,7/11/2022
-2.3,12:30:00 PM,7/11/2022
-2.31,12:36:00 PM,7/11/2022
-2.32,12:42:00 PM,7/11/2022
-2.31,12:48:00 PM,7/11/2022
-2.3,12:54:00 PM,7/11/2022
-2.24,1:00:00 PM,7/11/2022
-2.17,1:06:00 PM,7/11/2022
-2.07,1:12:00 PM,7/11/2022
-1.97,1:18:00 PM,7/11/2022
-1.87,1:24:00 PM,7/11/2022
-1.77,1:30:00 PM,7/11/2022
-1.69,1:36:00 PM,7/11/2022
-1.61,1:42:00 PM,7/11/2022
-1.54,1:48:00 PM,7/11/2022
-1.47,1:54:00 PM,7/11/2022
-1.4,2:00:00 PM,7/11/2022
-1.32,2:06:00 PM,7/11/2022
-1.23,2:12:00 PM,7/11/2022
-1.15,2:18:00 PM,7/11/2022
-1.07,2:24:00 PM,7/11/2022
-0.99,2:30:00 PM,7/11/2022
-0.91,2:36:00 PM,7/11/2022
-0.82,2:42:00 PM,7/11/2022
-0.73,2:48:00 PM,7/11/2022
-0.63,2:54:00 PM,7/11/2022
-0.54,3:00:00 PM,7/11/2022
-0.44,3:06:00 PM,7/11/2022
-0.34,3:12:00 PM,7/11/2022
-0.25,3:18:00 PM,7/11/2022
-0.15,3:24:00 PM,7/11/2022
-0.05,3:30:00 PM,7/11/2022
0.06,3:36:00 PM,7/11/2022
0.16,3:42:00 PM,7/11/2022
0.27,3:48:00 PM,7/11/2022
0.39,3:54:00 PM,7/11/2022
0.5,4:00:00 PM,7/11/2022
0.61,4:06:00 PM,7/11/2022
0.73,4:12:00 PM,7/11/2022
0.85,4:18:00 PM,7/11/2022
0.97,4:24:00 PM,7/11/2022
1.08,4:30:00 PM,7/11/2022
1.2,4:36:00 PM,7/11/2022
1.31,4:42:00 PM,7/11/2022
1.43,4:48:00 PM,7/11/2022
1.54,4:54:00 PM,7/11/2022
1.65,5:00:00 PM,7/11/2022
1.76,5:06:00 PM,7/11/2022
1.87,5:12:00 PM,7/11/2022
1.98,5:18:00 PM,7/11/2022
2.08,5:24:00 PM,7/11/2022
2.18,5:30:00 PM,7/11/2022
2.28,5:36:00 PM,7/11/2022
2.38,5:42:00 PM,7/11/2022
2.48,5:48:00 PM,7/11/2022
2.58,5:54:00 PM,7/11/2022
2.67,6:00:00 PM,7/11/2022
2.76,6:06:00 PM,7/11/2022
2.85,6:12:00 PM,7/11/2022
2.93,6:18:00 PM,7/11/2022
3,6:24:00 PM,7/11/2022
3.06,6:30:00 PM,7/11/2022
3.12,6:36:00 PM,7/11/2022
3.17,6:42:00 PM,7/11/2022
3.21,6:48:00 PM,7/11/2022
3.24,6:54:00 PM,7/11/2022
3.26,7:00:00 PM,7/11/2022
3.27,7:06:00 PM,7/11/2022
3.27,7:12:00 PM,7/11/2022
3.25,7:18:00 PM,7/11/2022
3.22,7:24:00 PM,7/11/2022
3.19,7:30:00 PM,7/11/2022
3.14,7:36:00 PM,7/11/2022
3.08,7:42:00 PM,7/11/2022
3,7:48:00 PM,7/11/2022
2.92,7:54:00 PM,7/11/2022
2.84,8:00:00 PM,7/11/2022
2.75,8:06:00 PM,7/11/2022
2.67,8:12:00 PM,7/11/2022
2.59,8:18:00 PM,7/11/2022
2.52,8:24:00 PM,7/11/2022
2.44,8:30:00 PM,7/11/2022
2.36,8:36:00 PM,7/11/2022
2.29,8:42:00 PM,7/11/2022
2.21,8:48:00 PM,7/11/2022
2.13,8:54:00 PM,7/11/2022
2.06,9:00:00 PM,7/11/2022
1.97,9:06:00 PM,7/11/2022
1.89,9:12:00 PM,7/11/2022
1.82,9:18:00 PM,7/11/2022
1.74,9:24:00 PM,7/11/2022
1.66,9:30:00 PM,7/11/2022
1.57,9:36:00 PM,7/11/2022
1.48,9:42:00 PM,7/11/2022
1.39,9:48:00 PM,7/11/2022
1.3,9:54:00 PM,7/11/2022
1.21,10:00:00 PM,7/11/2022
1.11,10:06:00 PM,7/11/2022
1.02,10:12:00 PM,7/11/2022
0.92,10:18:00 PM,7/11/2022
0.83,10:24:00 PM,7/11/2022
0.73,10:30:00 PM,7/11/2022
0.64,10:36:00 PM,7/11/2022
0.54,10:42:00 PM,7/11/2022
0.44,10:48:00 PM,7/11/2022
0.34,10:54:00 PM,7/11/2022
0.25,11:00:00 PM,7/11/2022
0.14,11:06:00 PM,7/11/2022
0.04,11:12:00 PM,7/11/2022
-0.06,11:18:00 PM,7/11/2022
-0.16,11:24:00 PM,7/11/2022
-0.26,11:30:00 PM,7/11/2022
-0.37,11:36:00 PM,7/11/2022
-0.47,11:42:00 PM,7/11/2022
-0.58,11:48:00 PM,7/11/2022
-0.68,11:54:00 PM,7/11/2022
-0.79,12:00:00 AM,7/12/2022
-0.92,12:06:00 AM,7/12/2022
-1,12:12:00 AM,7/12/2022
-1.1,12:18:00 AM,7/12/2022
-1.19,12:24:00 AM,7/12/2022
-1.28,12:30:00 AM,7/12/2022
-1.38,12:36:00 AM,7/12/2022
-1.47,12:42:00 AM,7/12/2022
-1.56,12:48:00 AM,7/12/2022
-1.65,12:54:00 AM,7/12/2022
-1.74,1:00:00 AM,7/12/2022
-1.82,1:06:00 AM,7/12/2022
-1.9,1:12:00 AM,7/12/2022
-1.97,1:18:00 AM,7/12/2022
-2.03,1:24:00 AM,7/12/2022
-2.09,1:30:00 AM,7/12/2022
-2.13,1:36:00 AM,7/12/2022
-2.16,1:42:00 AM,7/12/2022
-2.18,1:48:00 AM,7/12/2022
-2.18,1:54:00 AM,7/12/2022
-2.16,2:00:00 AM,7/12/2022
-2.11,2:06:00 AM,7/12/2022
-2.05,2:12:00 AM,7/12/2022
-1.98,2:18:00 AM,7/12/2022
-1.9,2:24:00 AM,7/12/2022
-1.81,2:30:00 AM,7/12/2022
-1.71,2:36:00 AM,7/12/2022
-1.61,2:42:00 AM,7/12/2022
-1.53,2:48:00 AM,7/12/2022
-1.45,2:54:00 AM,7/12/2022
-1.37,3:00:00 AM,7/12/2022
-1.28,3:06:00 AM,7/12/2022
-1.19,3:12:00 AM,7/12/2022
-1.11,3:18:00 AM,7/12/2022
-1.04,3:24:00 AM,7/12/2022
-0.95,3:30:00 AM,7/12/2022
-0.87,3:36:00 AM,7/12/2022
-0.79,3:42:00 AM,7/12/2022
-0.72,3:48:00 AM,7/12/2022
-0.65,3:54:00 AM,7/12/2022
-0.58,4:00:00 AM,7/12/2022
-0.5,4:06:00 AM,7/12/2022
-0.4,4:12:00 AM,7/12/2022
-0.3,4:18:00 AM,7/12/2022
-0.22,4:24:00 AM,7/12/2022
-0.13,4:30:00 AM,7/12/2022
-0.03,4:36:00 AM,7/12/2022
0.07,4:42:00 AM,7/12/2022
0.17,4:48:00 AM,7/12/2022
0.27,4:54:00 AM,7/12/2022
0.36,5:00:00 AM,7/12/2022
0.45,5:06:00 AM,7/12/2022
0.55,5:12:00 AM,7/12/2022
0.64,5:18:00 AM,7/12/2022
0.74,5:24:00 AM,7/12/2022
0.82,5:30:00 AM,7/12/2022
0.9,5:36:00 AM,7/12/2022
0.98,5:42:00 AM,7/12/2022
1.06,5:48:00 AM,7/12/2022
1.13,5:54:00 AM,7/12/2022
1.2,6:00:00 AM,7/12/2022
1.27,6:06:00 AM,7/12/2022
1.35,6:12:00 AM,7/12/2022
1.42,6:18:00 AM,7/12/2022
1.5,6:24:00 AM,7/12/2022
1.57,6:30:00 AM,7/12/2022
1.63,6:36:00 AM,7/12/2022
1.67,6:42:00 AM,7/12/2022
1.73,6:48:00 AM,7/12/2022
1.77,6:54:00 AM,7/12/2022
1.8,7:00:00 AM,7/12/2022
1.82,7:06:00 AM,7/12/2022
1.84,7:12:00 AM,7/12/2022
1.86,7:18:00 AM,7/12/2022
1.88,7:24:00 AM,7/12/2022
1.9,7:30:00 AM,7/12/2022
1.9,7:36:00 AM,7/12/2022
1.88,7:42:00 AM,7/12/2022
1.86,7:48:00 AM,7/12/2022
1.81,7:54:00 AM,7/12/2022
1.75,8:00:00 AM,7/12/2022
1.69,8:06:00 AM,7/12/2022
1.62,8:12:00 AM,7/12/2022
1.55,8:18:00 AM,7/12/2022
1.47,8:24:00 AM,7/12/2022
1.39,8:30:00 AM,7/12/2022
1.32,8:36:00 AM,7/12/2022
1.25,8:42:00 AM,7/12/2022
1.18,8:48:00 AM,7/12/2022
1.1,8:54:00 AM,7/12/2022
1.04,9:00:00 AM,7/12/2022
0.96,9:06:00 AM,7/12/2022
0.88,9:12:00 AM,7/12/2022
0.81,9:18:00 AM,7/12/2022
0.74,9:24:00 AM,7/12/2022
0.66,9:30:00 AM,7/12/2022
0.58,9:36:00 AM,7/12/2022
0.5,9:42:00 AM,7/12/2022
0.42,9:48:00 AM,7/12/2022
0.34,9:54:00 AM,7/12/2022
0.26,10:00:00 AM,7/12/2022
0.17,10:06:00 AM,7/12/2022
0.09,10:12:00 AM,7/12/2022
0,10:18:00 AM,7/12/2022
-0.09,10:24:00 AM,7/12/2022
-0.18,10:30:00 AM,7/12/2022
-0.27,10:36:00 AM,7/12/2022
-0.35,10:42:00 AM,7/12/2022
-0.44,10:48:00 AM,7/12/2022
-0.54,10:54:00 AM,7/12/2022
-0.64,11:00:00 AM,7/12/2022
